#20091108.tsv
2009/11/8 8:13:37	E03CA	08:00:74:92:75:C1
2009/11/8 8:13:55	E03CA	08:00:74:92:75:C1
2009/11/8 8:15:11	910SH	00:17:5C:EC:71:4D
2009/11/8 8:15:25	910SH	00:17:5C:EC:71:4D
2009/11/8 8:15:36	705SH	00:17:5C:CF:2C:31
2009/11/8 8:15:55	705SH	00:17:5C:CF:2C:31
2009/11/8 8:15:55	910SH	00:17:5C:EC:71:4D
2009/11/8 8:16:25	705SH	00:17:5C:CF:2C:31
2009/11/8 8:16:25	910SH	00:17:5C:EC:71:4D
2009/11/8 8:16:55	705SH	00:17:5C:CF:2C:31
2009/11/8 8:16:55	910SH	00:17:5C:EC:71:4D
2009/11/8 8:17:25	910SH	00:17:5C:EC:71:4D
2009/11/8 8:17:25	705SH	00:17:5C:CF:2C:31
2009/11/8 8:17:37	W62H	00:1F:C4:0E:93:15
2009/11/8 8:17:55	705SH	00:17:5C:CF:2C:31
2009/11/8 8:17:55	910SH	00:17:5C:EC:71:4D
2009/11/8 8:17:58	W62H	00:1F:C4:0E:93:15
2009/11/8 8:18:25	705SH	00:17:5C:CF:2C:31
2009/11/8 8:18:25	910SH	00:17:5C:EC:71:4D
2009/11/8 8:18:55	705SH	00:17:5C:CF:2C:31
2009/11/8 8:18:55	910SH	00:17:5C:EC:71:4D
2009/11/8 8:19:24	705SH	00:17:5C:CF:2C:31
2009/11/8 8:19:25	910SH	00:17:5C:EC:71:4D
2009/11/8 8:19:55	910SH	00:17:5C:EC:71:4D
2009/11/8 8:19:57	705SH	00:17:5C:CF:2C:31
2009/11/8 8:20:25	705SH	00:17:5C:CF:2C:31
2009/11/8 8:20:25	910SH	00:17:5C:EC:71:4D
2009/11/8 8:20:55	910SH	00:17:5C:EC:71:4D
2009/11/8 8:20:55	705SH	00:17:5C:CF:2C:31
2009/11/8 8:21:25	910SH	00:17:5C:EC:71:4D
2009/11/8 8:21:26	705SH	00:17:5C:CF:2C:31
2009/11/8 8:21:55	910SH	00:17:5C:EC:71:4D
2009/11/8 8:21:55	705SH	00:17:5C:CF:2C:31
2009/11/8 8:22:25	910SH	00:17:5C:EC:71:4D
2009/11/8 8:22:25	705SH	00:17:5C:CF:2C:31
2009/11/8 8:22:55	910SH	00:17:5C:EC:71:4D
2009/11/8 8:22:56	705SH	00:17:5C:CF:2C:31
2009/11/8 8:23:25	705SH	00:17:5C:CF:2C:31
2009/11/8 8:23:26	910SH	00:17:5C:EC:71:4D
2009/11/8 8:23:55	705SH	00:17:5C:CF:2C:31
2009/11/8 8:23:55	910SH	00:17:5C:EC:71:4D
2009/11/8 8:24:24	910SH	00:17:5C:EC:71:4D
2009/11/8 8:24:27	705SH	00:17:5C:CF:2C:31
2009/11/8 8:24:55	910SH	00:17:5C:EC:71:4D
2009/11/8 8:24:55	705SH	00:17:5C:CF:2C:31
2009/11/8 8:25:25	910SH	00:17:5C:EC:71:4D
2009/11/8 8:25:35	705SH	00:17:5C:CF:2C:31
2009/11/8 8:25:55	910SH	00:17:5C:EC:71:4D
2009/11/8 8:26:0	705SH	00:17:5C:CF:2C:31
2009/11/8 8:26:25	910SH	00:17:5C:EC:71:4D
2009/11/8 8:26:35	705SH	00:17:5C:CF:2C:31
2009/11/8 8:26:55	705SH	00:17:5C:CF:2C:31
2009/11/8 8:26:55	910SH	00:17:5C:EC:71:4D
2009/11/8 8:27:25	910SH	00:17:5C:EC:71:4D
2009/11/8 8:27:37	705SH	00:17:5C:CF:2C:31
2009/11/8 8:27:55	910SH	00:17:5C:EC:71:4D
2009/11/8 8:28:0	705SH	00:17:5C:CF:2C:31
2009/11/8 8:28:25	910SH	00:17:5C:EC:71:4D
2009/11/8 8:28:26	705SH	00:17:5C:CF:2C:31
2009/11/8 8:28:56	910SH	00:17:5C:EC:71:4D
2009/11/8 8:29:8	705SH	00:17:5C:CF:2C:31
2009/11/8 8:29:8	931SH	00:22:F3:73:1F:3E
2009/11/8 8:29:25	910SH	00:17:5C:EC:71:4D
2009/11/8 8:29:26	705SH	00:17:5C:CF:2C:31
2009/11/8 8:29:55	705SH	00:17:5C:CF:2C:31
2009/11/8 8:30:25	705SH	00:17:5C:CF:2C:31
2009/11/8 8:30:57	705SH	00:17:5C:CF:2C:31
2009/11/8 8:31:25	705SH	00:17:5C:CF:2C:31
2009/11/8 8:31:56	705SH	00:17:5C:CF:2C:31
2009/11/8 8:32:25	705SH	00:17:5C:CF:2C:31
2009/11/8 8:32:55	705SH	00:17:5C:CF:2C:31
2009/11/8 8:33:25	705SH	00:17:5C:CF:2C:31
2009/11/8 8:33:56	705SH	00:17:5C:CF:2C:31
2009/11/8 8:34:8	911SH	00:17:5C:70:E4:CA
2009/11/8 8:34:9	931SH	00:22:F3:73:1F:3E
2009/11/8 8:34:11	T001	00:23:18:72:5B:0E
2009/11/8 8:34:25	911SH	00:17:5C:70:E4:CA
2009/11/8 8:34:25	705SH	00:17:5C:CF:2C:31
2009/11/8 8:34:27	931SH	00:22:F3:73:1F:3E
2009/11/8 8:34:28	T001	00:23:18:72:5B:0E
2009/11/8 8:34:37	910SH	00:17:5C:8F:E6:C9
2009/11/8 8:34:55	705SH	00:17:5C:CF:2C:31
2009/11/8 8:34:58	911SH	00:17:5C:70:E4:CA
2009/11/8 8:34:58	T001	00:23:18:72:5B:0E
2009/11/8 8:35:25	911SH	00:17:5C:70:E4:CA
2009/11/8 8:35:26	T001	00:23:18:72:5B:0E
2009/11/8 8:35:56	911SH	00:17:5C:70:E4:CA
2009/11/8 8:55:36	913SH	00:17:5C:FC:C9:7E
2009/11/8 8:55:56	913SH	00:17:5C:FC:C9:7E
2009/11/8 8:56:26	913SH	00:17:5C:FC:C9:7E
2009/11/8 8:56:55	913SH	00:17:5C:FC:C9:7E
2009/11/8 8:57:36	W61S	00:1B:59:FA:A6:F6
2009/11/8 8:57:56	W61S	00:1B:59:FA:A6:F6
2009/11/8 9:18:6	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:18:26	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:18:56	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:19:26	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:19:56	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:20:26	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:20:37	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:20:55	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:20:56	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:21:25	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:21:26	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:21:56	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:21:57	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:22:26	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:22:27	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:22:57	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:22:57	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:23:26	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:23:26	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:23:56	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:23:56	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:24:26	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:24:26	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:24:56	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:24:56	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:25:26	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:25:27	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:25:55	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:25:56	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:26:27	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:26:27	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:26:56	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:26:56	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:27:26	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:27:26	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:27:56	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:27:56	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:28:26	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:28:28	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:28:56	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:28:56	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:29:28	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:29:30	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:29:56	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:29:57	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:30:26	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:30:29	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:30:56	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:30:56	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:31:26	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:31:28	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:31:56	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:31:56	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:32:26	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:32:27	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:32:56	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:32:56	Ushikoshi@PocketPC	00:22:64:CE:70:9B
2009/11/8 9:33:29	812SH	00:1C:EE:34:DF:6B
2009/11/8 9:33:30	Ushikoshi@PocketPC	00:22:64:CE:70:9B
